user_id,item_id,category,gender,day,month
16,id_00006602-01_4,Tees_Tanks,WOMEN,22,12
17,id_00002336-04_7,Blouses_Shirts,WOMEN,25,9
17,id_00006107-02_4,Blouses_Shirts,WOMEN,11,7
17,id_00002854-06_4,Dresses,WOMEN,10,7
17,id_00003008-01_1,Blouses_Shirts,WOMEN,3,4
18,id_00001993-01_4,Sweaters,MEN,12,2
18,id_00006812-03_4,Sweaters,MEN,17,3
19,id_00001430-01_1,Tees_Tanks,WOMEN,24,2
19,id_00001297-03_4,Dresses,WOMEN,1,7
19,id_00004730-02_4,Tees_Tanks,WOMEN,17,10
20,id_00004562-01_1,Leggings,WOMEN,11,2
20,id_00002050-02_4,Blouses_Shirts,WOMEN,10,7
20,id_00004982-02_4,Dresses,WOMEN,12,10
20,id_00007332-01_1,Dresses,WOMEN,16,8
21,id_00003295-04_1,Denim,WOMEN,24,2
21,id_00002255-02_4,Cardigans,WOMEN,1,10
21,id_00007145-03_4,Tees_Tanks,WOMEN,18,12
21,id_00006231-01_4,Blouses_Shirts,WOMEN,12,12
21,id_00006888-05_7,Dresses,WOMEN,12,2
22,id_00002519-02_1,Dresses,WOMEN,5,10
22,id_00005039-09_4,Blouses_Shirts,WOMEN,7,8
22,id_00004930-02_4,Dresses,WOMEN,3,3
23,id_00004913-01_3,Dresses,WOMEN,12,11
23,id_00007721-45_4,Tees_Tanks,WOMEN,17,10
23,id_00005269-08_1,Tees_Tanks,WOMEN,29,6
23,id_00004250-02_7,Tees_Tanks,WOMEN,31,7
24,id_00006602-12_4,Tees_Tanks,WOMEN,11,1
24,id_00000742-01_2,Dresses,WOMEN,30,5
25,id_00005588-01_7,Blouses_Shirts,WOMEN,18,11
25,id_00000601-02_7,Dresses,WOMEN,5,6
25,id_00003595-03_4,Sweatshirts_Hoodies,WOMEN,13,8
26,id_00003767-05_4,Tees_Tanks,WOMEN,12,8
26,id_00003930-04_7,Sweaters,WOMEN,19,3
26,id_00000010-01_4,Cardigans,WOMEN,14,7
26,id_00002510-05_7,Dresses,WOMEN,29,5
27,id_00005054-08_4,Dresses,WOMEN,17,12
28,id_00004908-02_1,Pants,WOMEN,19,2
28,id_00004930-02_4,Dresses,WOMEN,1,11
29,id_00002763-02_4,Blouses_Shirts,WOMEN,1,10
29,id_00001212-28_4,Tees_Tanks,WOMEN,30,8
29,id_00000537-04_4,Dresses,WOMEN,11,2
29,id_00004647-05_7,Sweaters,WOMEN,12,10
29,id_00006007-05_4,Rompers_Jumpsuits,WOMEN,28,5
30,id_00003424-03_4,Blouses_Shirts,WOMEN,24,2
30,id_00002388-02_4,Sweaters,WOMEN,6,10
30,id_00001126-07_7,Rompers_Jumpsuits,WOMEN,22,4
30,id_00007638-01_4,Blouses_Shirts,WOMEN,6,1
30,id_00004103-02_4,Sweaters,WOMEN,3,12
31,id_00005507-02_1,Skirts,WOMEN,29,10
31,id_00002850-02_1,Jackets_Coats,WOMEN,5,12
31,id_00002007-02_4,Jackets_Coats,WOMEN,19,7
31,id_00004605-04_1,Dresses,WOMEN,22,9
31,id_00000770-02_4,Dresses,WOMEN,22,9
32,id_00001021-04_4,Tees_Tanks,MEN,11,4
32,id_00003436-05_4,Sweatshirts_Hoodies,MEN,6,2
32,id_00002006-04_7,Pants,MEN,19,8
33,id_00007725-03_4,Dresses,WOMEN,10,10
33,id_00001428-01_4,Cardigans,WOMEN,16,12
34,id_00002692-12_7,Tees_Tanks,MEN,16,2
34,id_00003009-06_4,Shirts_Polos,MEN,4,4
34,id_00004348-04_7,Sweaters,MEN,23,6
34,id_00004789-06_7,Pants,MEN,26,3
35,id_00002151-05_7,Tees_Tanks,WOMEN,1,4
35,id_00006759-03_4,Skirts,WOMEN,28,5
35,id_00007947-05_4,Dresses,WOMEN,16,3
35,id_00005998-01_2,Dresses,WOMEN,21,1
35,id_00002865-01_4,Graphic_Tees,WOMEN,20,9
36,id_00004629-08_1,Shorts,MEN,29,3
36,id_00004332-06_4,Sweatshirts_Hoodies,MEN,23,1
36,id_00002638-03_7,Tees_Tanks,MEN,12,8
36,id_00006787-01_4,Tees_Tanks,MEN,29,12
37,id_00000326-01_1,Shorts,WOMEN,26,10
37,id_00005980-06_1,Pants,WOMEN,20,8
37,id_00000246-02_4,Sweatshirts_Hoodies,WOMEN,28,3
37,id_00001330-01_7,Graphic_Tees,WOMEN,10,12
37,id_00005714-04_4,Tees_Tanks,WOMEN,22,4
38,id_00006863-73_7,Tees_Tanks,WOMEN,9,8
38,id_00004817-01_1,Tees_Tanks,WOMEN,2,2
38,id_00005130-03_4,Dresses,WOMEN,12,3
38,id_00003682-04_4,Tees_Tanks,WOMEN,1,5
39,id_00005534-02_7,Tees_Tanks,WOMEN,10,5
39,id_00007635-02_4,Cardigans,WOMEN,31,1
40,id_00007910-01_1,Dresses,WOMEN,17,10
40,id_00007833-02_2,Rompers_Jumpsuits,WOMEN,26,10
40,id_00001925-01_7,Tees_Tanks,WOMEN,3,6
40,id_00005297-02_1,Jackets_Coats,WOMEN,4,10
41,id_00007833-02_7,Rompers_Jumpsuits,WOMEN,6,4
41,id_00005393-04_4,Blouses_Shirts,WOMEN,22,8
42,id_00003316-05_4,Skirts,WOMEN,19,9
42,id_00007631-02_7,Blouses_Shirts,WOMEN,17,4
43,id_00004637-04_4,Sweatshirts_Hoodies,WOMEN,17,10
44,id_00001661-04_4,Blouses_Shirts,WOMEN,21,6
44,id_00000481-04_4,Dresses,WOMEN,26,4
44,id_00007721-28_4,Tees_Tanks,WOMEN,7,11
45,id_00005904-06_1,Skirts,WOMEN,4,7
45,id_00007526-01_1,Pants,WOMEN,30,10
45,id_00001372-03_1,Pants,WOMEN,19,1
45,id_00001749-04_1,Sweaters,WOMEN,1,4
45,id_00004496-06_4,Dresses,WOMEN,7,12
46,id_00000731-04_4,Dresses,WOMEN,21,6
46,id_00001388-01_4,Graphic_Tees,WOMEN,19,9
46,id_00004889-06_4,Tees_Tanks,WOMEN,7,2
47,id_00004244-02_7,Sweaters,WOMEN,15,7
47,id_00003543-01_1,Leggings,WOMEN,22,3
47,id_00004217-02_4,Dresses,WOMEN,16,6
48,id_00006834-02_4,Shorts,WOMEN,30,6
48,id_00002557-04_4,Shorts,WOMEN,19,5
49,id_00000505-01_4,Tees_Tanks,WOMEN,9,6
49,id_00005490-02_1,Rompers_Jumpsuits,WOMEN,17,3
49,id_00004575-02_7,Rompers_Jumpsuits,WOMEN,8,4
49,id_00001667-02_4,Dresses,WOMEN,2,4
50,id_00006124-01_1,Skirts,WOMEN,11,7
50,id_00001999-02_1,Pants,WOMEN,14,12
50,id_00005106-07_4,Sweaters,WOMEN,22,10
